id,invoice_item_id,invoice_id,line_number,item_code,description,quantity,unit,unit_price,discount,tax_rate,tax_amount,line_total,po_number,received_quantity,matching_status,notes
4352,INVREC02057-02,INVREC02057,2,NH-002,Market Analysis,1,Project,36101.17,0,10,3610.12,36101.17,PO-2025-1270,1,Awaiting Approval,Pending goods receipt confirmation.
4353,INVREC02058-01,INVREC02058,1,VMW-001,vSphere License,1,CPU,112347.94,0,18,20222.63,112347.94,PO-2025-1392,1,Matched,Three-way match completed.
4354,INVREC02058-02,INVREC02058,2,VMW-002,Support Services,3,Year,36446.21,5466.93,18,19680.95,109338.62,PO-2025-1392,3,Matched,Goods receipt confirmed.
4355,INVREC02059-01,INVREC02059,1,MAK-002,Accessories,28,Box,598.35,0,10,1675.37,16753.74,PO-2025-1009,28,Matched,Matched to purchase order.
4356,INVREC02059-02,INVREC02059,2,MAK-001,Power Tools,4,Unit,6216.52,0,10,2486.61,24866.08,PO-2025-1009,4,Matched,Validated automatically.
4357,INVREC02060-01,INVREC02060,1,IR-001,Compressed Air Systems,4,Unit,21379.49,0,20,17103.59,85517.95,PO-2025-0930,4,Matched,Validated automatically.
4358,INVREC02060-02,INVREC02060,2,IR-002,Air Tools,15,Unit,9361.22,0,20,28083.67,140418.35,PO-2025-0930,15,Matched,Goods receipt confirmed.
4359,INVREC02061-01,INVREC02061,1,FTI-002,Expert Witness Services,1,Project,107782.5,0,20,21556.5,107782.5,PO-2024-0941,1,Matched,Three-way match completed.
4360,INVREC02061-02,INVREC02061,2,FTI-001,Forensic Accounting,9,Hour,7719.96,0,20,13895.92,69479.62,PO-2024-0941,9,Matched,Matched to purchase order.
4361,INVREC02062-01,INVREC02062,1,DELL-LAT,Latitude Laptop,8,Unit,7532.25,0,18,10846.44,60257.99,PO-2024-0010,8,Matched,Successfully matched against PO.
4362,INVREC02062-02,INVREC02062,2,DELL-KB,Keyboard,16,Unit,7030.1,0,18,20246.68,112481.57,PO-2024-0010,16,Matched,Matched to purchase order.
4363,INVREC02062-03,INVREC02062,3,DELL-MON,"24"" Monitor",14,Unit,4705.86,0,18,11858.77,65882.06,PO-2024-0010,14,Matched,Ready for payment.
4364,INVREC02062-04,INVREC02062,4,DELL-DOCK,Docking Station,15,Unit,6427.52,0,18,17354.3,96412.78,PO-2024-0010,15,Matched,Three-way match completed.
4365,INVREC02063-01,INVREC02063,1,MAK-002,Accessories,21,Box,5329.22,0,10,11191.36,111913.58,PO-2026-0839,21,Matched,Matched to purchase order.
4366,INVREC02063-02,INVREC02063,2,MAK-001,Power Tools,2,Unit,114382.27,0,10,22876.45,228764.53,PO-2026-0839,2,Matched,Ready for payment.
4367,INVREC02064-01,INVREC02064,1,MOO-002,Financial Data Service,11,Month,3594.59,0,20,7908.1,39540.51,PO-2023-0227,11,Matched,Validated automatically.
4368,INVREC02064-02,INVREC02064,2,MOO-001,Credit Risk Software,3,User,10189.71,0,20,6113.83,30569.13,PO-2023-0227,3,Matched,Successfully matched against PO.
4369,INVREC02065-01,INVREC02065,1,HIL-002,Anchoring Systems,8,Box,23557.94,0,18,33923.43,188463.51,PO-2023-1317,8,Matched,Matched to purchase order.
4370,INVREC02065-02,INVREC02065,2,HIL-001,Power Tools,7,Unit,21993.73,0,18,27712.1,153956.1,PO-2023-1317,7,Matched,Validated automatically.
4371,INVREC02066-01,INVREC02066,1,REG-002,Power Transmission,7,Unit,13038.13,0,20,18253.38,91266.91,PO-2024-0250,7,Matched,Validated automatically.
4372,INVREC02066-02,INVREC02066,2,REG-001,Motion Control,5,Unit,29806.15,0,20,29806.15,149030.77,PO-2024-0250,5,Matched,Validated automatically.
4373,INVREC02067-01,INVREC02067,1,HIL-002,Anchoring Systems,6,Box,14367.16,0,10,8620.3,86202.95,PO-2026-1012,6,Matched,Matched to purchase order.
4374,INVREC02067-02,INVREC02067,2,HIL-001,Power Tools,3,Unit,16491,0,10,4947.3,49472.99,PO-2026-1012,3,Matched,Validated automatically.
4375,INVREC02068-01,INVREC02068,1,CIN-002,Floor Mats,48,Month,3577.69,0,10,17172.89,171728.92,PO-2024-0543,48,Matched,Goods receipt confirmed.
4376,INVREC02068-02,INVREC02068,2,CIN-001,Uniforms Rental,14,Month,13005.29,0,10,18207.4,182074.04,PO-2024-0543,14,Matched,Matched to purchase order.
4377,INVREC02069-01,INVREC02069,1,SAMI-01,Consulting Services,1,Hour,151734.5,0,10,15173.45,151734.5,PO-2023-1335,1,Matched,Ready for payment.
4378,INVREC02069-02,INVREC02069,2,SAMI-02,Design Work,7,Hour,31572.08,0,10,22100.46,221004.59,PO-2023-1335,7,Matched,Ready for payment.
4379,INVREC02070-01,INVREC02070,1,APP-003,iPhone,8,Unit,16853,13482.4,10,12134.16,134824.01,PO-2026-0463,8,Matched,Validated automatically.
4380,INVREC02070-02,INVREC02070,2,APP-002,iPad,9,Unit,14862.49,0,10,13376.24,133762.41,PO-2026-0463,9,Matched,Ready for payment.
4381,INVREC02070-03,INVREC02070,3,APP-001,MacBook Pro,5,Unit,30149.62,0,10,16423.05,150748.11,PO-2026-0463,5,Matched,Matched to purchase order.
4382,INVREC02071-01,INVREC02071,1,SOD-001,Facility Management,7,Month,20534.65,0,5,7187.13,143742.56,PO-2023-0676,6,Awaiting Approval,Pending goods receipt confirmation.
4383,INVREC02071-02,INVREC02071,2,SOD-002,Catering,10,Event,7284.25,0,5,3642.13,72842.52,PO-2023-0676,8,Awaiting Approval,Pending goods receipt confirmation.
4384,INVREC02072-01,INVREC02072,1,VER-002,Data Services,9,Month,20131.5,0,0,0,181183.49,PO-2023-0738,9,Matched,Validated automatically.
4385,INVREC02072-02,INVREC02072,2,VER-001,Mobile Services,26,Line,7676.34,0,0,0,199584.94,PO-2023-0738,26,Matched,Validated automatically.
4386,INVREC02073-01,INVREC02073,1,OFW-BOOK,Bookshelf,5,Unit,5035.01,0,0,0,25175.06,PO-2024-0171,5,Matched,Goods receipt confirmed.
4387,INVREC02073-02,INVREC02073,2,OFW-CABIN,Filing Cabinet,4,Unit,10577.02,0,0,0,42308.09,PO-2024-0171,4,Matched,Successfully matched against PO.
4388,INVREC02074-01,INVREC02074,1,REG-001,Motion Control,4,Unit,7604.93,0,18,5475.55,30419.73,PO-2024-0666,4,Matched,Matched to purchase order.
4389,INVREC02074-02,INVREC02074,2,REG-002,Power Transmission,6,Unit,13037.03,0,18,14079.99,78222.16,PO-2024-0666,6,Matched,Ready for payment.
4390,INVREC02075-01,INVREC02075,1,MAE-001,Container Shipping,1,Container,5171.13,0,10,517.11,5171.13,PO-2026-1463,1,Matched,Ready for payment.
4391,INVREC02075-02,INVREC02075,2,MAE-002,Freight Forwarding,2,Shipment,3416.64,0,10,683.33,6833.27,PO-2026-1463,2,Matched,Matched to purchase order.
4392,INVREC02076-01,INVREC02076,1,SPE-001,Cable Services,10,Month,989.56,0,5,494.78,9895.63,PO-2026-1291,10,Matched,Three-way match completed.
4393,INVREC02076-02,INVREC02076,2,SPE-002,Phone Services,21,Line,674.02,0,5,707.73,14154.52,PO-2026-1291,21,Matched,Matched to purchase order.
4394,INVREC02077-01,INVREC02077,1,CHR-002,Warehousing,53,Pallet,2540.73,0,5,6732.92,134658.44,PO-2023-1366,53,Matched,Validated automatically.
4395,INVREC02077-02,INVREC02077,2,CHR-001,Freight Brokerage,4,Shipment,24438.02,0,5,4887.6,97752.06,PO-2023-1366,4,Matched,Matched to purchase order.
4396,INVREC02078-01,INVREC02078,1,CHR-001,Freight Brokerage,8,Shipment,4934.52,0,20,7895.24,39476.19,PO-2024-1431,8,Matched,Matched to purchase order.
4397,INVREC02078-02,INVREC02078,2,CHR-002,Warehousing,54,Pallet,1054.39,0,20,11387.36,56936.81,PO-2024-1431,54,Matched,Three-way match completed.
4398,INVREC02079-01,INVREC02079,1,FAS-001,Industrial Fasteners,13,Box,8862.46,9216.96,18,19079.11,115211.99,PO-2025-1094,12,Awaiting Approval,Pending goods receipt confirmation.
4399,INVREC02079-02,INVREC02079,2,FAS-002,Safety Supplies,23,Unit,9627.09,0,18,41515.19,221423.03,PO-2025-1094,23,Awaiting Approval,Pending goods receipt confirmation.
4400,INVREC02080-01,INVREC02080,1,CIN-002,Floor Mats,23,Month,3354.35,0,5,3857.5,77150.07,PO-2024-1304,21,Awaiting Approval,Pending goods receipt confirmation.
4401,INVREC02080-02,INVREC02080,2,CIN-001,Uniforms Rental,49,Month,3802.54,0,5,9316.23,186324.69,PO-2024-1304,41,Awaiting Approval,Pending goods receipt confirmation.
4402,INVREC02081-01,INVREC02081,1,IMP-001,Container Freight,3,Container,45569.51,0,18,24607.53,136708.52,PO-2023-0524,2,Awaiting Approval,Pending goods receipt confirmation.
4403,INVREC02081-02,INVREC02081,2,IMP-002,Customs Brokerage,1,Shipment,321384.94,0,18,57849.29,321384.94,PO-2023-0524,1,Awaiting Approval,Pending goods receipt confirmation.
4404,INVREC02082-01,INVREC02082,1,STP-FOLD,Manila Folders,78,Box,1667.49,0,5,6503.2,130064.03,PO-2023-0331,78,Matched,Three-way match completed.
4405,INVREC02082-02,INVREC02082,2,STP-PAPER,A4 Printer Paper,190,Ream,797.59,0,5,7577.13,151542.5,PO-2023-0331,190,Matched,Ready for payment.
4406,INVREC02082-03,INVREC02082,3,STP-PENS,Ballpoint Pens (Box),98,Box,1631.58,14390.57,5,7994.76,159895.23,PO-2023-0331,98,Matched,Goods receipt confirmed.
4407,INVREC02083-01,INVREC02083,1,EMR-002,Valves & Actuators,12,Unit,8467.77,0,5,5080.66,101613.22,PO-2024-1244,12,Matched,Matched to purchase order.
4408,INVREC02083-02,INVREC02083,2,EMR-001,Process Control,5,Unit,8326.64,0,5,2081.66,41633.19,PO-2024-1244,5,Matched,Successfully matched against PO.
4409,INVREC02084-01,INVREC02084,1,GRA-002,Safety Equipment,46,Unit,1528.62,0,0,0,70316.57,PO-2023-1417,46,Matched,Ready for payment.
4410,INVREC02084-02,INVREC02084,2,GRA-001,Industrial Supplies,13,Box,3884.29,0,0,0,50495.8,PO-2023-1417,13,Matched,Successfully matched against PO.
4411,INVREC02085-01,INVREC02085,1,SAP-001,ERP License,9,User,14153.39,0,0,0,127380.51,PO-2026-0703,9,Matched,Goods receipt confirmed.
4412,INVREC02085-02,INVREC02085,2,SAP-002,Implementation Services,12,Hour,6311.65,0,0,0,75739.77,PO-2026-0703,12,Matched,Goods receipt confirmed.
4413,INVREC02086-01,INVREC02086,1,IMP-002,Customs Brokerage,2,Shipment,32910.01,0,0,0,65820.02,PO-2025-1069,2,Matched,Goods receipt confirmed.
4414,INVREC02086-02,INVREC02086,2,IMP-001,Container Freight,2,Container,34119.94,0,0,0,68239.88,PO-2025-1069,2,Matched,Goods receipt confirmed.
4415,INVREC02087-01,INVREC02087,1,VER-001,Mobile Services,29,Line,4413.44,0,10,12798.98,127989.8,PO-2023-0117,29,Matched,Validated automatically.
4416,INVREC02087-02,INVREC02087,2,VER-002,Data Services,3,Month,41396.04,0,10,12418.81,124188.12,PO-2023-0117,3,Matched,Goods receipt confirmed.
4417,INVREC02088-01,INVREC02088,1,FES-002,Valves,17,Unit,1981.54,0,18,6063.51,33686.14,PO-2024-1358,17,Matched,Successfully matched against PO.
4418,INVREC02088-02,INVREC02088,2,FES-001,Pneumatic Systems,18,Unit,3069.18,0,18,9944.15,55245.27,PO-2024-1358,18,Matched,Validated automatically.
4419,INVREC02089-01,INVREC02089,1,JLL-002,Leasing Services,2,Project,39110.12,5475.42,18,13094.07,78220.23,PO-2023-0273,2,Matched,Successfully matched against PO.
4420,INVREC02089-02,INVREC02089,2,JLL-001,Property Management,12,Month,11049.4,0,18,24852.28,132592.82,PO-2023-0273,12,Matched,Matched to purchase order.
4421,INVREC02090-01,INVREC02090,1,FTI-001,Forensic Accounting,24,Hour,4946.85,0,20,23744.88,118724.4,PO-2024-0941,24,Matched,Three-way match completed.
4422,INVREC02090-02,INVREC02090,2,FTI-002,Expert Witness Services,1,Project,58537.72,0,20,11707.54,58537.72,PO-2024-0941,1,Matched,Goods receipt confirmed.
4423,INVREC02091-01,INVREC02091,1,MAE-001,Container Shipping,4,Container,30222.48,0,18,21760.19,120889.92,PO-2023-1220,4,Matched,Successfully matched against PO.
4424,INVREC02091-02,INVREC02091,2,MAE-002,Freight Forwarding,2,Shipment,71344.87,0,18,25684.15,142689.74,PO-2023-1220,2,Matched,Three-way match completed.
4425,INVREC02092-01,INVREC02092,1,THO-002,Tax Software,7,User,17725.24,0,20,24815.33,124076.65,PO-2026-0499,7,Awaiting Approval,Pending goods receipt confirmation.
4426,INVREC02092-02,INVREC02092,2,THO-001,Legal Research Software,2,User,107597.72,0,20,43039.09,215195.43,PO-2026-0499,2,Awaiting Approval,Pending goods receipt confirmation.
4427,INVREC02093-01,INVREC02093,1,FED-002,International Freight,3,Shipment,47563.19,0,0,0,142689.56,PO-2026-1287,3,Matched,Matched to purchase order.
4428,INVREC02093-02,INVREC02093,2,FED-001,Express Shipping,4,Shipment,24337.24,9734.9,0,0,97348.96,PO-2026-1287,4,Matched,Validated automatically.
4429,INVREC02094-01,INVREC02094,1,SIE-001,Industrial Automation,1,Unit,159437.27,0,18,28698.71,159437.27,PO-2023-1172,1,Matched,Matched to purchase order.
4430,INVREC02094-02,INVREC02094,2,SIE-002,Electrical Equipment,7,Unit,9869.93,0,18,12436.11,69089.48,PO-2023-1172,7,Matched,Validated automatically.
4431,INVREC02095-01,INVREC02095,1,SPE-001,Cable Services,3,Month,25565.14,0,10,7669.54,76695.43,PO-2024-0590,3,Matched,Validated automatically.
4432,INVREC02095-02,INVREC02095,2,SPE-002,Phone Services,9,Line,7433.84,0,10,6690.45,66904.53,PO-2024-0590,9,Matched,Three-way match completed.
4433,INVREC02096-01,INVREC02096,1,SUM-002,Implementation Service,35,Hour,6719,0,5,11758.25,235164.93,PO-2023-1482,35,Matched,Three-way match completed.
4434,INVREC02096-02,INVREC02096,2,SUM-001,Software License,27,User,7824.07,0,5,10562.49,211249.85,PO-2023-1482,27,Matched,Matched to purchase order.
4435,INVREC02097-01,INVREC02097,1,DEL-001,Audit Services,1,Project,188224.58,0,10,18822.46,188224.58,PO-2024-0364,1,Awaiting Approval,Pending goods receipt confirmation.
4436,INVREC02097-02,INVREC02097,2,DEL-002,Tax Consulting,21,Hour,5767.54,0,10,12111.84,121118.43,PO-2024-0364,19,Awaiting Approval,Pending goods receipt confirmation.
4437,INVREC02098-01,INVREC02098,1,CBRE-001,Commercial Real Estate,1,Project,327184.82,0,10,32718.48,327184.82,PO-2026-1389,1,Matched,Successfully matched against PO.
4438,INVREC02098-02,INVREC02098,2,CBRE-002,Property Valuation,2,Project,82964.73,0,10,16592.95,165929.45,PO-2026-1389,2,Matched,Three-way match completed.
4439,INVREC02099-01,INVREC02099,1,JLL-002,Leasing Services,1,Project,34691.76,0,10,3469.18,34691.76,PO-2023-0418,1,Matched,Ready for payment.
4440,INVREC02099-02,INVREC02099,2,JLL-001,Property Management,5,Month,6466.35,0,10,3233.18,32331.77,PO-2023-0418,5,Matched,Validated automatically.
4441,INVREC02100-01,INVREC02100,1,MOD-001,Office Desk,7,Unit,44537.77,0,10,31176.44,311764.36,PO-2025-1367,7,Matched,Validated automatically.
4442,INVREC02100-02,INVREC02100,2,MOD-002,Office Chair,6,Unit,26783.88,0,10,16070.33,160703.28,PO-2025-1367,6,Matched,Ready for payment.
4443,INVREC02101-01,INVREC02101,1,REG-002,Power Transmission,9,Unit,11409.91,0,18,18484.05,102689.16,PO-2026-0636,9,Matched,Successfully matched against PO.
4444,INVREC02101-02,INVREC02101,2,REG-001,Motion Control,5,Unit,31991.62,0,18,28792.46,159958.12,PO-2026-0636,5,Matched,Matched to purchase order.
4445,INVREC02102-01,INVREC02102,1,ALP-002,Spare Parts,9,Box,17265.29,0,10,15538.76,155387.6,PO-2023-1101,9,Matched,Goods receipt confirmed.
4446,INVREC02102-02,INVREC02102,2,ALP-001,Heavy Machinery,2,Unit,57127.8,0,10,11425.56,114255.59,PO-2023-1101,2,Matched,Matched to purchase order.
4447,INVREC02103-01,INVREC02103,1,HIL-002,Anchoring Systems,11,Box,3464.62,0,0,0,38110.81,PO-2024-0077,11,Matched,Ready for payment.
4448,INVREC02103-02,INVREC02103,2,HIL-001,Power Tools,9,Unit,5716.62,0,0,0,51449.6,PO-2024-0077,9,Matched,Successfully matched against PO.
4449,INVREC02104-01,INVREC02104,1,ROK-002,HMI Systems,2,Unit,78832.79,0,0,0,157665.58,PO-2023-0882,2,Matched,Three-way match completed.
4450,INVREC02104-02,INVREC02104,2,ROK-001,Industrial Controls,9,Unit,29274.16,21077.4,0,0,263467.47,PO-2023-0882,9,Matched,Successfully matched against PO.
4451,INVREC02105-01,INVREC02105,1,IMP-001,Container Freight,2,Container,131046.64,0,18,47176.79,262093.27,PO-2023-0524,2,Matched,Validated automatically.
4452,INVREC02105-02,INVREC02105,2,IMP-002,Customs Brokerage,1,Shipment,196000.19,5880.01,18,35280.03,196000.19,PO-2023-0524,1,Matched,Ready for payment.
4453,INVREC02106-01,INVREC02106,1,ROK-002,HMI Systems,4,Unit,39700.29,0,10,15880.12,158801.15,PO-2024-1263,4,Matched,Matched to purchase order.
4454,INVREC02106-02,INVREC02106,2,ROK-001,Industrial Controls,4,Unit,36248.09,0,10,14499.24,144992.36,PO-2024-1263,4,Matched,Validated automatically.
4455,INVREC02107-01,INVREC02107,1,EY-002,Risk Consulting,13,Hour,13630.35,17719.46,5,7973.76,177194.61,PO-2024-1007,13,Matched,Matched to purchase order.
4456,INVREC02107-02,INVREC02107,2,EY-001,Financial Audit,1,Project,140478.61,0,5,7909.9,140478.61,PO-2024-1007,1,Matched,Validated automatically.
4457,INVREC02108-01,INVREC02108,1,MIC-001,Truck Tires,15,Unit,5685.83,0,18,15351.75,85287.48,PO-2026-1359,15,Matched,Validated automatically.
4458,INVREC02108-02,INVREC02108,2,MIC-002,Fleet Services,2,Month,77479.47,0,18,27892.61,154958.94,PO-2026-1359,2,Matched,Three-way match completed.
4459,INVREC02109-01,INVREC02109,1,HPE-001,Server,2,Unit,107600.57,0,0,0,215201.13,PO-2025-0464,2,Matched,Ready for payment.
4460,INVREC02109-02,INVREC02109,2,HPE-002,Storage Array,1,Unit,110812.52,0,0,0,110812.52,PO-2025-0464,1,Matched,Successfully matched against PO.
4461,INVREC02110-01,INVREC02110,1,KMB-001,Paper Towels,19,Case,10474.78,0,18,35823.74,199020.77,PO-2024-0903,19,Matched,Successfully matched against PO.
4462,INVREC02110-02,INVREC02110,2,KMB-002,Sanitary Products,7,Case,38654.11,0,18,48704.18,270578.79,PO-2024-0903,7,Matched,Ready for payment.
4463,INVREC02111-01,INVREC02111,1,ARA-001,Food Services,3,Month,98982.15,0,10,29694.65,296946.46,PO-2024-0481,3,Matched,Validated automatically.
4464,INVREC02111-02,INVREC02111,2,ARA-002,Vending Services,8,Month,20802.57,0,10,16642.05,166420.54,PO-2024-0481,8,Matched,Goods receipt confirmed.
4465,INVREC02112-01,INVREC02112,1,BAI-002,Due Diligence,1,Project,244136.33,0,20,48827.27,244136.33,PO-2025-0249,1,Matched,Successfully matched against PO.
4466,INVREC02112-02,INVREC02112,2,BAI-001,Strategy Services,36,Hour,6445.84,0,20,46410.07,232050.37,PO-2025-0249,36,Matched,Matched to purchase order.
4467,INVREC02113-01,INVREC02113,1,THO-002,Tax Software,1,User,100984.47,0,0,0,100984.47,PO-2025-1430,1,Matched,Goods receipt confirmed.
4468,INVREC02113-02,INVREC02113,2,THO-001,Legal Research Software,10,User,7483.67,0,0,0,74836.71,PO-2025-1430,10,Matched,Matched to purchase order.
4469,INVREC02114-01,INVREC02114,1,KMB-002,Sanitary Products,20,Case,11021.21,0,18,39676.37,220424.28,PO-2024-0903,20,Matched,Matched to purchase order.
4470,INVREC02114-02,INVREC02114,2,KMB-001,Paper Towels,30,Case,8305.84,0,18,44851.55,249175.28,PO-2024-0903,30,Matched,Matched to purchase order.
4471,INVREC02115-01,INVREC02115,1,ARA-002,Vending Services,5,Month,23480.13,0,18,21132.12,117400.67,PO-2026-0681,5,Matched,Three-way match completed.
4472,INVREC02115-02,INVREC02115,2,ARA-001,Food Services,9,Month,7801.13,0,18,12637.84,70210.21,PO-2026-0681,9,Matched,Matched to purchase order.
4473,INVREC02116-01,INVREC02116,1,GEN-002,Miscellaneous Supplies,35,Each,4317.5,0,18,27200.25,151112.49,PO-2026-0603,35,Matched,Successfully matched against PO.
4474,INVREC02116-02,INVREC02116,2,GEN-001,General Services,36,Hour,4197.57,0,18,27200.25,151112.48,PO-2026-0603,36,Matched,Three-way match completed.
4475,INVREC02117-01,INVREC02117,1,EY-001,Financial Audit,1,Project,66953.54,0,0,0,66953.54,PO-2026-1212,1,Matched,Matched to purchase order.
4476,INVREC02117-02,INVREC02117,2,EY-002,Risk Consulting,28,Hour,2082.13,0,0,0,58299.68,PO-2026-1212,28,Matched,Goods receipt confirmed.
4477,INVREC02118-01,INVREC02118,1,GE-002,Medical Equipment,3,Unit,37237.11,0,0,0,111711.33,PO-2025-1433,2,Price Mismatch,Price differs from PO by 16%.
4478,INVREC02118-02,INVREC02118,2,GE-001,Power Generation,2,Unit,74135.7,0,0,0,148271.4,PO-2025-1433,2,Quantity Mismatch,Quantity exceeds PO by 33%.
4479,INVREC02119-01,INVREC02119,1,AMZ-USBH,USB Hub,11,Each,8809.45,0,20,19380.78,96903.9,PO-2023-1179,11,Matched,Ready for payment.
4480,INVREC02119-02,INVREC02119,2,AMZ-ADAPT,Ethernet Adapter,17,Each,10830.44,12888.22,20,36823.48,184117.41,PO-2023-1179,17,Matched,Matched to purchase order.
4481,INVREC02120-01,INVREC02120,1,MCM-002,Hardware,39,Each,467.06,0,5,910.77,18215.44,PO-2023-0451,39,Matched,Matched to purchase order.
4482,INVREC02120-02,INVREC02120,2,MCM-001,Fasteners,22,Box,770.21,0,5,847.23,16944.6,PO-2023-0451,22,Matched,Three-way match completed.
4483,INVREC02121-01,INVREC02121,1,MCK-001,Strategy Consulting,13,Hour,3025.91,0,0,0,39336.77,PO-2024-0525,13,Matched,Goods receipt confirmed.
4484,INVREC02121-02,INVREC02121,2,MCK-002,Market Research,1,Project,95123.46,0,0,0,95123.46,PO-2024-0525,1,Matched,Matched to purchase order.
4485,INVREC02122-01,INVREC02122,1,BAI-002,Due Diligence,1,Project,242595.74,0,10,24259.57,242595.74,PO-2026-1121,1,Matched,Three-way match completed.
4486,INVREC02122-02,INVREC02122,2,BAI-001,Strategy Services,37,Hour,3520.34,0,10,13025.28,130252.75,PO-2026-1121,37,Matched,Ready for payment.
4487,INVREC02123-01,INVREC02123,1,SIE-001,Industrial Automation,4,Unit,7737.26,0,20,6189.81,30949.03,PO-2026-0398,4,Matched,Successfully matched against PO.
4488,INVREC02123-02,INVREC02123,2,SIE-002,Electrical Equipment,9,Unit,6553.15,0,20,11795.67,58978.33,PO-2026-0398,9,Matched,Validated automatically.
